"url", "latitude", "longitude", "title"
"http://community.timebanks.org/timebanks/timebank-new-brunswick","46.235988","-64.566597","TimeBank New Brunswick"
"http://community.timebanks.org/timebanks/northridge-community-time-bank","34.254113","-118.532631","Northridge Time Bank"
"http://community.timebanks.org/timebanks/brockport-timebank","43.215863","-77.937187","Brockport TimeBank"
"http://community.timebanks.org/timebanks/ying","34.121536","-118.352691","YING"
"http://community.timebanks.org/timebanks/nesoddliv","59.863569","10.66706","Nesodden byttering"
"http://community.timebanks.org/timebanks/scgm","32.768979","-108.277244","Gospel Mission Time Bank"
"http://community.timebanks.org/timebanks/village-cooperative-exchange","34.058965","-84.507144","Village Cooperative Exchange"
"http://community.timebanks.org/timebanks/anderson-community-timebank","40.449356","-122.298082","Anderson Community Timebank"
"http://community.timebanks.org/timebanks/greater-cleveland-community-timebank","41.465349","-81.587733","Greater Buckeye Community TimeSharing"
"http://community.timebanks.org/timebanks/guelph-wellington-timebank","43.543844","-80.249345","Guelph Wellington TimeBank"
"http://community.timebanks.org/timebanks/fablabchch","-43.545811","172.641813","FabLabChch"
"http://community.timebanks.org/timebanks/le-labo-du-nautilus","47.701932","-2.623079","Banque de Pi&egrave;ces d'Heures du Labo"
"http://community.timebanks.org/timebanks/tully-area-timebank","42.792514","-76.11721","Tully Area TimeBank"
"http://community.timebanks.org/timebanks/timebankskorea","36.140205","128.33391","timebankskorea"
"http://community.timebanks.org/timebanks/our-community-time-bank","40.740265","-84.10761","Our Community Time Bank"
"http://community.timebanks.org/timebanks/udc-timebank","38.944672","-77.06571","UDC TimeBank"
"http://community.timebanks.org/timebanks/windsor-essex-compassionate-community","42.31207","-82.954228","Windsor Essex Compassionate Community"
"http://community.timebanks.org/timebanks/our-timebank-washington-county","43.423274","-88.182601","Our TimeBank of Washington County"
"http://community.timebanks.org/timebanks/frederick-time-bank","39.413034","-77.417739","Frederick TimeBank"
"http://community.timebanks.org/timebanks/mwdi-hinepreneur","-41.28578","174.777221","MWDI HINEPRENEUR"
"http://community.timebanks.org/timebanks/nbn-neighborhood-network","36.099897","-80.246037","NBN Neighborhood Network"
