title,url,description,longitude,latitude
"Banco del Tiempo CooperAndo",http://andocooperando.com,"Banco del Tiempo CooperAndo",-106.0646182,28.6709312
"Banco del Tiempo Distrito Metropolitano de Quito",https://bdt.ec,"Banco del Tiempo Distrito Metropolitano de Quito",-78.49195,-0.199764
"Banco del Tiempo Guayaquil",http://15mpedia.org/wiki/Banco_del_Tiempo_Guayaquil,"Banco del Tiempo Guayaquil",-79.883333,-2.183333
"Banco del Tiempo Patio Vivo",https://www.facebook.com/patiovivomx/,"Banco del Tiempo Patio Vivo",-99.0622802,19.5089902
"Banco del Tiempo Solidario de MÃ©xico",https://www.facebook.com/BTSM2016/,"Banco del Tiempo Solidario de MÃ©xico",-99.1367452,19.4144382
"Banco del Tiempo Talca",http://15mpedia.org/wiki/Banco_del_Tiempo_Talca,"Banco del Tiempo Talca",-71.6888775,-35.4259616
"Banco del Tiempo Vejer",http://bdtvejer.jimdo.com,"Banco del Tiempo Vejer",-5.964762,36.253989
"Banco del Tiempo de Barranquilla",https://www.facebook.com/Banco-del-Tiempo-1682185742054833/,"Banco del Tiempo de Barranquilla",-74.8031273,10.9963467
"Banco del Tiempo de Ceain",https://www.facebook.com/BancodeltiempoCEAIN/,"Banco del Tiempo de Ceain",-6.1396497,36.678501
"Banco del Tiempo de Yopal",https://www.facebook.com/Banco-del-Tiempo-de-Yopal-1682185742054833/?fref=ts,"Banco del Tiempo de Yopal",-72.5416842,5.2375392
"Banco del Tiempo del Distrito 8 de Bilbao",http://www.gurelurra.org/bdt2015,"Banco del Tiempo del Distrito 8 de Bilbao",-2.9768483,43.2773457
"Banco del Tiempo BogotÃ¡",http://creatiempo.com/,"Banco del Tiempo BogotÃ¡",-74.08175,4.60971
"Banco del Tiempo de Esquivias",https://www.facebook.com/servi.sociales.3?ref=bookmarks,"Banco del Tiempo de Esquivias",-3.7675637,40.1019617
"BANCO DEL TIEMPO DE LOJA",https://bancodeltiempoloja.org,"BANCO DEL TIEMPO DE LOJA",-79.1993367,-3.9869567
"Banco do Tempo Vigo",http://vigo.bancodotempo.es/,"Banco do Tempo Vigo",-8.7207268,42.2405989
"BdTAr - Rosario",http://15mpedia.org/wiki/BdTAr,"BdTAr - Rosario",-60.637966,-32.945176
"BogotÃ¡ Cambalachea",https://cambalachea.co/,"BogotÃ¡ Cambalachea",-74.064094,4.620994
"Comunidad Ayni Llajta",http://aynillajta.org,"Comunidad Ayni Llajta",-66.156959,-17.393768
"Conseyu de MocedÃ¡ de XixÃ³n (Consejo de Juventud de GijÃ³n)",http://www.cmx.es/,"Conseyu de MocedÃ¡ de XixÃ³n (Consejo de Juventud de GijÃ³n)",-5.6682448,43.5344195
"La grosella - Banco del Tiempo de Cali",http://www.lagrosella.tk/,"La grosella - Banco del Tiempo de Cali",-76.5151329,3.4434936
"Projecte Volunter",http://15mpedia.org/wiki/Projecte_Volunter,"Projecte Volunter",2.80885,41.993826
"Red de Bancos de Tiempo de la Republica Dominicana",https://www.facebook.com/Redbancodetiempo/,"Red de Bancos de Tiempo de la Republica Dominicana",-71.286159,18.7002773
"Red de Intercambios - SJM Valencia",http://sjmvalencia.org/,"Red de Intercambios - SJM Valencia",-0.3907743,39.4759094
"Red en Redes Miami - Argentina 1",http://www.redenredes.com,"Red en Redes Miami - Argentina 1",-80.1404676,25.9396979
"Red en Redes Miami - Argentina 2",http://www.redenredes.com,"Red en Redes Miami - Argentina 2",-64.1893052,-31.429505
"Temps x Temps Banc de Temps de Manlleu",http://tempsxtemps.blogspot.com/search/label/temps%20x,"Temps x Temps Banc de Temps de Manlleu",2.2819384,42.0011965
"Tiempo al tiempo TiÃ©tar",https://es-es.facebook.com/tiempoaltiempo.tietar/,"Tiempo al tiempo TiÃ©tar",-4.77,40.28
"TruekeAdos Bidasoa",http://trukeados.net/,"TruekeAdos Bidasoa",-1.791888,43.3396649
TruequeTF,http://www.truequetf.org,TruequeTF,-17.0845565,28.2934545
"Xarxa M",https://xarxammallorca.wixsite.com/xarxa-m-mallorca,"Xarxa M",3.203957,39.5698142
